Segmentasi,Status,New/ Existing,Product,offer status,B/W (Mbps),OTC,MRC,GRAND TOTAL,Cluster
RETAIL CONSUMER GOODS,in Building,NEW,LOCAL LOOP,DISSENGGAGED,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,3
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
MANUFAKTUR,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,4
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.0025,0.02727272727272727,0.011764705882352941,0.02304609218436874,0
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.01818181818181818,0.015294117647058823,0.021042084168336674,5
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.10705882352941176,0.11422845691382764,2
OTOMOTIF,in Building,NEW,SMARTLINK,LOST ,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,2
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.005,0.02727272727272727,0.041176470588235294,0.04809619238476954,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.01818181818181818,0.041176470588235294,0.04308617234468937,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.01764705882352941,0.033066132264529056,5
RETAIL CONSUMER GOODS,Greenfield,EXISTING,SMARTLINK,ACTIVE,0.0002,0.0,0.009411764705882352,0.0060120240480961915,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.027058823529411764,0.05110220440881763,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.045454545454545456,0.007058823529411764,0.02905811623246493,5
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.0025,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.045454545454545456,0.007058823529411764,0.02905811623246493,0
HOREKA JKT,in Building,NEW,SMARTLINK,NEGOTIATION,0.0025,0.02727272727272727,0.0058823529411764705,0.018036072144288578,5
EDUCATION,in Building,NEW,SMARTLINK,LOST ,0.025,0.05454545454545454,0.04470588235294117,0.06613226452905811,0
EDUCATION,in Building,NEW,INFINYLINK,DISSENGGAGED,0.02,0.06363636363636363,0.11764705882352941,0.13326653306613226,4
MANUFAKTUR,in Building,NEW,INFYLINK MIX,LOST ,0.001,0.03636363636363636,0.023529411764705882,0.038076152304609215,0
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.05,0.045454545454545456,0.08823529411764705,0.09819639278557114,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.0058823529411764705,0.02304609218436874,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03090909090909091,0.007647058823529411,0.02154308617234469,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.045454545454545456,0.03764705882352941,0.05511022044088176,2
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,NEGOTIATION,0.0025,0.045454545454545456,0.015294117647058823,0.03607214428857715,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.0025,0.045454545454545456,0.015294117647058823,0.03607214428857715,0
ISP & ICT,in Building,NEW,INFINYLINK,NEGOTIATION,0.01,0.05454545454545454,0.1411764705882353,0.14829659318637273,3
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.045454545454545456,0.011764705882352941,0.033066132264529056,5
EDUCATION,in Building,NEW,INFINYLINK,DISSENGGAGED,0.0005,0.08181818181818182,0.02,0.06012024048096192,2
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,4
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,PROPOSAL,0.02,0.09090909090909091,0.1411764705882353,0.1683366733466934,2
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,NEGOTIATION,0.0005,0.07272727272727272,0.023529411764705882,0.058116232464929855,3
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,ACTIVE,0.0025,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PO WON,0.01,0.03636363636363636,0.12352941176470587,0.12324649298597193,3
MANUFAKTUR,in Building,NEW,DATA CENTER,PO WON,0.01,0.03636363636363636,0.10588235294117647,0.10821643286573146,0
HOREKA JKT,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.05454545454545454,0.03764705882352941,0.06012024048096192,2
EDUCATION,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.045454545454545456,0.0058823529411764705,0.028056112224448898,5
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,NEGOTIATION,0.015000000000000001,0.045454545454545456,0.11764705882352941,0.12324649298597193,3
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.007500000000000001,0.03636363636363636,0.024705882352941175,0.03907815631262525,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.001,0.07272727272727272,0.07647058823529411,0.1032064128256513,4
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.001,0.07272727272727272,0.07647058823529411,0.1032064128256513,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.09411764705882353,0.1032064128256513,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.002,0.045454545454545456,0.0988235294117647,0.10721442885771543,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
EDUCATION,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.005,0.045454545454545456,0.010588235294117647,0.03206412825651302,5
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,PROPOSAL,0.01,0.05454545454545454,0.07647058823529411,0.09318637274549098,4
ISP & ICT,in Building,NEW,INFINYLINK,PROPOSAL,0.0005,0.07272727272727272,0.021176470588235293,0.05611222444889779,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
MANUFAKTUR,Greenfield,NEW,INFINYLINK,NEGOTIATION,0.030000000000000002,0.06363636363636363,0.16470588235294117,0.17334669338677355,4
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.01818181818181818,0.007647058823529411,0.014529058116232464,0
FINANCIAL & BANKING,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.03636363636363636,0.052941176470588235,0.06312625250501001,0
MANUFAKTUR,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.01818181818181818,0.041176470588235294,0.04308617234468937,0
MANUFAKTUR,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.0025,0.03636363636363636,0.007647058823529411,0.024549098196392786,0
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.0025,0.03636363636363636,0.007647058823529411,0.024549098196392786,0
EDUCATION,Greenfield,NEW,INFYLINK MIX,LOST ,0.007500000000000001,0.03636363636363636,0.06470588235294117,0.07314629258517033,4
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.01818181818181818,0.015294117647058823,0.021042084168336674,5
HOREKA JKT,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.013636363636363636,0.0,0.005511022044088177,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.09090909090909091,0.014117647058823528,0.06012024048096192,0
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.015000000000000001,0.07272727272727272,0.01764705882352941,0.0531062124248497,0
FINANCIAL & BANKING,in Building,NEW,INFYLINK MIX,LOST ,0.003,0.09090909090909091,0.041176470588235294,0.08316633266533066,2
MANUFAKTUR,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.06909090909090909,0.018823529411764704,0.052104208416833664,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.05454545454545454,0.008823529411764706,0.03557114228456913,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.05454545454545454,0.011764705882352941,0.038076152304609215,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,LOST ,0.1,0.07272727272727272,0.08823529411764705,0.11322645290581163,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.07272727272727272,0.06470588235294117,0.09318637274549098,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.07272727272727272,0.06470588235294117,0.09318637274549098,4
EDUCATION,in Building,NEW,INFINYLINK,PO WON,0.01,0.045454545454545456,0.06235294117647058,0.07615230460921843,2
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.06470588235294117,0.0781563126252505,4
ISP & ICT,Greenfield,NEW,INFINYLINK,DISSENGGAGED,0.005,0.09090909090909091,0.09999999999999999,0.13326653306613226,4
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.003,0.03636363636363636,0.041176470588235294,0.0531062124248497,0
HOREKA JKT,in Building,NEW,INFINYLINK,LOST ,0.005,0.03636363636363636,0.052941176470588235,0.06312625250501001,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,DISSENGGAGED,0.003,0.03636363636363636,0.041176470588235294,0.0531062124248497,2
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.01818181818181818,0.052941176470588235,0.0531062124248497,0
ISP & ICT,in Building,NEW,LOCAL LOOP,NEGOTIATION,0.01,0.07272727272727272,0.11764705882352941,0.13827655310621242,3
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,NEGOTIATION,0.003,0.07272727272727272,0.07058823529411765,0.09819639278557114,2
ISP & ICT,Greenfield,NEW,SMARTLINK,ACTIVE,0.01,0.0,0.014705882352941176,0.010521042084168337,5
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,NEGOTIATION,0.005,0.07272727272727272,0.07058823529411765,0.09819639278557114,2
ISP & ICT,in Building,NEW,INFINYLINK,DISSENGGAGED,0.01,0.07272727272727272,0.09411764705882353,0.11823647294589178,2
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.01818181818181818,0.052941176470588235,0.0531062124248497,0
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.01818181818181818,0.052941176470588235,0.0531062124248497,0
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.025,0.0,0.045294117647058825,0.036573146292585165,5
FINANCIAL & BANKING,Greenfield,NEW,INFYLINK MIX,PO WON,0.005,0.05454545454545454,0.041176470588235294,0.06312625250501001,1
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,5
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,DISSENGGAGED,0.005,0.045454545454545456,0.058823529411764705,0.07314629258517033,2
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,DISSENGGAGED,0.01,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,DISSENGGAGED,0.005,0.01818181818181818,0.007058823529411764,0.014028056112224447,5
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.07272727272727272,0.08235294117647059,0.10821643286573146,3
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,5
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,0
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,0
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.015000000000000001,0.05454545454545454,0.1411764705882353,0.14829659318637273,3
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,0
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.002,0.05454545454545454,0.03529411764705882,0.058116232464929855,0
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.002,0.05454545454545454,0.03529411764705882,0.058116232464929855,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
ISP & ICT,in Building,NEW,INFINYLINK,PROPOSAL,0.01,0.03636363636363636,0.09411764705882353,0.09819639278557114,2
MANUFAKTUR,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.09090909090909091,0.03294117647058823,0.07615230460921843,2
ISP & ICT,in Building,NEW,INFINYLINK,NEGOTIATION,0.01,0.09090909090909091,0.07647058823529411,0.11322645290581163,2
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.09090909090909091,0.03294117647058823,0.07615230460921843,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.09090909090909091,0.03294117647058823,0.07615230460921843,2
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.014117647058823528,0.06012024048096192,0
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.014117647058823528,0.06012024048096192,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.09090909090909091,0.03294117647058823,0.07615230460921843,5
MANUFAKTUR,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.09090909090909091,0.03294117647058823,0.07615230460921843,2
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.02727272727272727,0.007058823529411764,0.01903807615230461,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.025,0.01818181818181818,0.045294117647058825,0.04659318637274549,0
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.01818181818181818,0.03294117647058823,0.03607214428857715,5
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.07411764705882352,0.09118236472945891,2
ISP & ICT,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.01818181818181818,0.014117647058823528,0.020040080160320644,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.01818181818181818,0.014117647058823528,0.020040080160320644,5
EDUCATION,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.01818181818181818,0.014117647058823528,0.020040080160320644,5
HOREKA JKT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.01818181818181818,0.014117647058823528,0.020040080160320644,5
ISP & ICT,in Building,NEW,INFINYLINK,NEGOTIATION,0.01,0.09090909090909091,0.07647058823529411,0.11322645290581163,2
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.018823529411764704,0.06412825651302605,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.018823529411764704,0.06412825651302605,2
RETAIL CONSUMER GOODS,Greenfield,NEW,INFINYLINK,NEGOTIATION,0.001,0.05454545454545454,0.029411764705882353,0.0531062124248497,4
HOREKA JKT,in Building,NEW,INFINYLINK,NEGOTIATION,0.01,0.07272727272727272,0.07647058823529411,0.1032064128256513,2
HOREKA JKT,in Building,NEW,INFINYLINK,PROPOSAL,0.01,0.07272727272727272,0.07647058823529411,0.1032064128256513,2
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.07272727272727272,0.03294117647058823,0.06613226452905811,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.10588235294117647,0.11322645290581163,4
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,PO WON,0.001,0.08181818181818182,0.029411764705882353,0.06813627254509018,2
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.07272727272727272,0.03294117647058823,0.06613226452905811,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.023529411764705882,0.033066132264529056,5
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.0025,0.02727272727272727,0.047058823529411764,0.0531062124248497,5
HOREKA JKT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,5
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.025,0.02727272727272727,0.047058823529411764,0.0531062124248497,5
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.07272727272727272,0.03294117647058823,0.06613226452905811,0
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PO Won,0.01,0.05454545454545454,0.029411764705882353,0.0531062124248497,0
MANUFAKTUR,Greenfield,NEW,SMARTLINK,Proposal,0.01,0.05454545454545454,0.011764705882352941,0.038076152304609215,0
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.08588235294117647,0.09619238476953908,4
MANUFAKTUR,in Building,NEW,SMARTLINK,PO Won,0.0025,0.01818181818181818,0.008823529411764706,0.015531062124248497,0
HEALTH FACILITY,in Building,NEW,INFYLINK MIX,Proposal,0.01,0.09090909090909091,0.08588235294117647,0.12124248496993988,3
FINANCIAL & BANKING,in Building,NEW,INFYLINK MIX,Proposal,0.01,0.09090909090909091,0.08588235294117647,0.12124248496993988,2
ISP & ICT,in Building,NEW,SMARTLINK,Proposal,0.01,0.05454545454545454,0.011764705882352941,0.038076152304609215,5
HOREKA JKT,in Building,NEW,SMARTLINK,Proposal,0.025,0.05454545454545454,0.023529411764705882,0.04809619238476954,0
MANUFAKTUR,in Building,NEW,INFYLINK MIX,Proposal,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,0
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.01,0.05454545454545454,0.01764705882352941,0.04308617234468937,0
OTOMOTIF,in Building,NEW,INFYLINK MIX,Proposal,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,3
OTOMOTIF,in Building,NEW,SMARTLINK,Proposal,0.01,0.05454545454545454,0.011764705882352941,0.038076152304609215,5
HOREKA JKT,in Building,NEW,SMARTLINK,PO Won,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,Proposal,0.01,0.09090909090909091,0.07058823529411765,0.10821643286573146,3
ISP & ICT,in Building,NEW,INFYLINK MIX,Negotiation,0.015000000000000001,0.09090909090909091,0.12352941176470587,0.1533066132264529,3
ISP & ICT,in Building,NEW,INFYLINK MIX,Proposal,0.002,0.05454545454545454,0.03529411764705882,0.058116232464929855,5
HOREKA JKT,Greenfield,NEW,INFYLINK MIX,Proposal,0.05,0.06363636363636363,0.1588235294117647,0.1683366733466934,1
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PO Won,0.005,0.02727272727272727,0.007058823529411764,0.01903807615230461,5
FINANCIAL & BANKING,in Building,NEW,INFYLINK MIX,Proposal,0.01,0.09090909090909091,0.07647058823529411,0.11322645290581163,2
MANUFAKTUR,in Building,NEW,INFYLINK MIX,Proposal,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,Proposal,0.01,0.05454545454545454,0.011764705882352941,0.038076152304609215,5
MANUFAKTUR,Greenfield,NEW,SMARTLINK,Proposal,0.01,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
MANUFAKTUR,Greenfield,NEW,SMARTLINK,Proposal,0.0025,0.05454545454545454,0.008823529411764706,0.03557114228456913,0
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,Proposal,0.001,0.05454545454545454,0.07176470588235294,0.08917835671342685,1
ISP & ICT,Greenfield,NEW,INFYLINK MIX,Proposal,0.001,0.05454545454545454,0.07176470588235294,0.08917835671342685,1
HOREKA JKT,in Building,NEW,SMARTLINK,Proposal,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
MANUFAKTUR,Greenfield,NEW,SMARTLINK,Proposal,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,0
ISP & ICT,Greenfield,NEW,SMARTLINK,Proposal,0.0025,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
MANUFAKTUR,in Building,NEW,SMARTLINK,Proposal,0.0025,0.03636363636363636,0.018823529411764704,0.03406813627254509,0
FINANCIAL & BANKING,Greenfield,NEW,SMARTLINK,LOST ,0.005,0.06363636363636363,0.010588235294117647,0.04208416833667335,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,4
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.005,0.02727272727272727,0.010588235294117647,0.022044088176352707,0
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,4
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03090909090909091,0.007647058823529411,0.02154308617234469,0
MANUFAKTUR,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.09411764705882353,0.10821643286573146,2
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.06363636363636363,0.09411764705882353,0.11322645290581163,4
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.0001,0.03636363636363636,0.029411764705882353,0.04308617234468937,0
MANUFAKTUR,in Building,NEW,SMARTLINK,ACTIVE,0.0025,0.01818181818181818,0.011764705882352941,0.018036072144288578,0
FINANCIAL & BANKING,in Building,NEW,INFYLINK MIX,ACTIVE,0.030000000000000002,0.05454545454545454,0.20588235294117646,0.2034068136272545,3
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,1
MANUFAKTUR,in Building,NEW,SMARTLINK,ACTIVE,0.0025,0.01818181818181818,0.011764705882352941,0.018036072144288578,0
EDUCATION,Greenfield,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.015294117647058823,0.031062124248496994,4
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
